PLANT_INFO_SimulationTime:low,PLANT_INFO_VC:low,PLANT_INFO_Mode:low,CTRL_INFO_ModeSetting:low,PLANT_INFO_SimulationTime:high,PLANT_INFO_VC:high,PLANT_INFO_Mode:high,CTRL_INFO_ModeSetting:high
0,2240,0,1,0,1511,0,0
0,2239,0,1,1,1512,0,0
0,2238,1,1,2,1514,0,0
0,2236,1,1,3,1516,0,0
0,2234,1,1,4,1518,0,0
0,2232,1,1,5,1520,0,0
0,2230,1,1,6,1522,0,0
0,2228,1,1,6,1524,0,0
0,2226,1,1,8,1526,0,0
0,2224,1,1,9,1528,0,0
0,2222,1,1,10,1529,0,0
0,2220,1,1,11,1531,0,0
0,2218,1,1,12,1533,0,0
0,2216,1,1,13,1535,0,0
0,2214,1,1,14,1537,0,0
0,2212,1,1,15,1539,0,0
0,2210,1,1,16,1541,0,0
0,2208,1,1,17,1543,0,0
0,2206,1,1,18,1544,0,0
0,2204,1,1,19,1546,0,0
0,2202,1,1,20,1548,0,0
0,2200,1,1,21,1550,0,0
0,2198,1,1,22,1552,0,0
0,2196,1,1,23,1554,0,0
0,2194,1,1,24,1556,0,0
0,2192,1,1,25,1557,0,0
0,2190,1,1,26,1559,0,0
0,2188,1,1,27,1561,0,0
0,2186,1,1,28,1563,0,0
0,2184,1,1,29,1565,0,0
0,2182,1,1,30,1567,0,0
0,2180,1,1,31,1569,0,0
0,2177,1,1,32,1570,0,0
0,2175,1,1,33,1572,0,0
0,2173,1,1,34,1574,0,0
0,2171,1,1,35,1576,0,0
0,2169,1,1,36,1578,0,0
0,2167,1,1,37,1580,0,0
0,2165,1,1,38,1581,0,0
0,2163,1,1,39,1583,0,0
0,2161,1,1,40,1585,0,0
0,2159,1,1,41,1587,0,0
0,2157,1,1,42,1589,0,0
0,2155,1,1,43,1590,0,0
0,2153,1,1,44,1592,0,0
0,2151,1,1,45,1594,0,0
0,2149,1,1,46,1596,0,0
0,2147,1,1,47,1598,0,0
0,2145,1,1,48,1600,0,0
0,2143,1,1,49,1601,0,0
0,2141,1,1,50,1603,0,0
0,2139,1,1,51,1605,0,0
0,2137,1,1,52,1607,0,0
0,2135,1,1,53,1609,0,0
0,2132,1,1,54,1610,0,0
0,2130,1,1,55,1612,0,0
0,2128,1,1,56,1614,0,0
0,2126,1,1,57,1616,0,0
0,2124,1,1,58,1617,0,0
0,2122,1,1,59,1619,0,0
0,2120,1,1,60,1621,0,0
0,2118,1,1,61,1623,0,0
0,2116,1,1,62,1625,0,0
0,2114,1,1,63,1626,0,0
0,2112,1,1,64,1628,0,0
0,2110,1,1,65,1630,0,0
0,2108,1,1,66,1632,0,0
0,2106,1,1,67,1633,0,0
0,2104,1,1,68,1635,0,0
0,2102,1,1,69,1637,0,0
