PLANT_INFO_VC:low,CTRL_INFO_ModeSetting:low,PLANT_INFO_Mode:low,PLANT_INFO_SimulationTime:low,PLANT_INFO_VC:high,CTRL_INFO_ModeSetting:high,PLANT_INFO_Mode:high,PLANT_INFO_SimulationTime:high
0,0,2,0,909,0,0,8127
0,0,0,0,909,0,0,8128
1,0,0,0,909,0,0,8129
2,0,0,0,909,0,0,8130
3,0,0,0,909,0,0,8131
4,0,0,0,909,0,0,8132
5,0,0,0,909,0,0,8133
6,0,0,0,909,0,0,8134
7,0,0,0,909,0,0,8135
8,0,0,0,909,0,0,8136
10,0,0,0,909,0,0,8137
11,0,0,0,909,0,0,8138
12,0,0,0,908,0,0,8139
13,0,0,0,908,0,0,8140
14,0,0,0,908,0,0,8141
15,0,0,0,908,0,0,8142
16,0,0,0,908,0,0,8143
17,0,0,0,908,0,0,8144
19,0,0,0,908,0,0,8145
20,0,0,0,908,0,0,8146
21,0,0,0,908,0,0,8147
22,0,0,0,908,0,0,8148
23,0,0,0,908,0,0,8149
24,0,0,0,908,0,0,8150
25,0,0,0,908,0,0,8151
26,0,0,0,908,0,0,8152
27,0,0,0,908,0,0,8153
29,0,0,0,907,0,0,8154
30,0,0,0,907,0,0,8155
31,0,0,0,907,0,0,8156
32,0,0,0,907,0,0,8157
33,0,0,0,907,0,0,8158
34,0,0,0,907,0,0,8159
35,0,0,0,907,0,0,8160
36,0,0,0,907,0,0,8161
37,0,0,0,907,0,0,8162
39,0,0,0,907,0,0,8163
40,0,0,0,907,0,0,8164
41,0,0,0,907,0,0,8165
42,0,0,0,907,0,0,8166
43,0,0,0,907,0,0,8167
44,0,0,0,907,0,0,8168
45,0,0,0,907,0,0,8169
46,0,0,0,907,0,0,8170
47,0,0,0,907,0,0,8171
48,0,0,0,907,0,0,8172
50,0,0,0,907,0,0,8173
51,0,0,0,907,0,0,8174
52,0,0,0,907,0,0,8175
53,0,0,0,906,0,0,8176
54,0,0,0,906,0,0,8177
55,0,0,0,906,0,0,8178
56,0,0,0,906,0,0,8179
57,0,0,0,906,0,0,8180
58,0,0,0,906,0,0,8181
59,0,0,0,906,0,0,8182
61,0,0,0,906,0,0,8183
62,0,0,0,906,0,0,8184
63,0,0,0,906,0,0,8185
64,0,0,0,906,0,0,8186
65,0,0,0,906,0,0,8187
66,0,0,0,906,0,0,8188
67,0,0,0,906,0,0,8189
68,0,0,0,906,0,0,8190
69,0,0,0,906,0,0,8191
70,0,0,0,906,0,0,8192
71,0,0,0,906,0,0,8193
73,0,0,0,906,0,0,8194
74,0,0,0,906,0,0,8195
75,0,0,0,906,0,0,8196
76,0,0,0,906,0,0,8197
77,0,0,0,906,0,0,8198
78,0,0,0,906,0,0,8199
79,0,0,0,906,0,0,8200
80,0,0,0,906,0,0,8201
81,0,0,0,906,0,0,8202
82,0,0,0,906,0,0,8203
83,0,0,0,906,0,0,8204
84,0,0,0,906,0,0,8205
86,0,0,0,906,0,0,8206
87,0,0,0,906,0,0,8207
88,0,0,0,906,0,0,8208
89,0,0,0,906,0,0,8209
90,0,0,0,906,0,0,8210
91,0,0,0,906,0,0,8211
92,0,0,0,906,0,0,8212
93,0,0,0,906,0,0,8213
94,0,0,0,906,0,0,8214
95,0,0,0,906,0,0,8215
96,0,0,0,906,0,0,8216
97,0,0,0,906,0,0,8217
98,0,0,0,906,0,0,8218
100,0,0,0,906,0,0,8219
101,0,0,0,906,0,0,8220
102,0,0,0,906,0,0,8221
103,0,0,0,906,0,0,8222
104,0,0,0,906,0,0,8223
105,0,0,0,906,0,0,8224
106,0,0,0,906,0,0,8225
107,0,0,0,906,0,0,8226
108,0,0,0,906,0,0,8227
109,0,0,0,906,0,0,8228
110,0,0,0,906,0,0,8229
111,0,0,0,906,0,0,8230
112,0,0,0,906,0,0,8231
113,0,0,0,906,0,0,8232
115,0,0,0,906,0,0,8233
116,0,0,0,906,0,0,8234
117,0,0,0,906,0,0,8235
118,0,0,0,906,0,0,8236
119,0,0,0,906,0,0,8237
120,0,0,0,906,0,0,8238
121,0,0,0,906,0,0,8239
122,0,0,0,906,0,0,8240
123,0,0,0,906,0,0,8241
124,0,0,0,906,0,0,8242
125,0,0,0,906,0,0,8243
126,0,0,0,906,0,0,8244
127,0,0,0,906,0,0,8245
