PLANT_INFO_VC:low,CTRL_INFO_ModeSetting:low,PLANT_INFO_Mode:low,PLANT_INFO_SimulationTime:low,PLANT_INFO_VC:high,CTRL_INFO_ModeSetting:high,PLANT_INFO_Mode:high,PLANT_INFO_SimulationTime:high
0,0,1,0,1009,0,0,7737
0,0,2,0,1009,0,0,7738
0,0,0,0,1009,0,0,7739
1,0,0,0,1009,0,0,7740
2,0,0,0,1009,0,0,7741
3,0,0,0,1009,0,0,7742
4,0,0,0,1009,0,0,7743
5,0,0,0,1009,0,0,7744
6,0,0,0,1009,0,0,7745
7,0,0,0,1009,0,0,7746
8,0,0,0,1008,0,0,7747
9,0,0,0,1008,0,0,7748
10,0,0,0,1008,0,0,7749
11,0,0,0,1008,0,0,7750
12,0,0,0,1008,0,0,7751
13,0,0,0,1008,0,0,7752
14,0,0,0,1008,0,0,7753
15,0,0,0,1008,0,0,7754
16,0,0,0,1008,0,0,7755
17,0,0,0,1008,0,0,7756
18,0,0,0,1008,0,0,7757
19,0,0,0,1008,0,0,7758
20,0,0,0,1007,0,0,7759
21,0,0,0,1007,0,0,7760
22,0,0,0,1007,0,0,7761
24,0,0,0,1007,0,0,7762
25,0,0,0,1007,0,0,7763
26,0,0,0,1007,0,0,7764
27,0,0,0,1007,0,0,7765
28,0,0,0,1007,0,0,7766
29,0,0,0,1007,0,0,7767
30,0,0,0,1007,0,0,7768
31,0,0,0,1007,0,0,7769
32,0,0,0,1007,0,0,7770
33,0,0,0,1007,0,0,7771
34,0,0,0,1007,0,0,7772
35,0,0,0,1007,0,0,7773
36,0,0,0,1006,0,0,7774
37,0,0,0,1006,0,0,7775
38,0,0,0,1006,0,0,7776
39,0,0,0,1006,0,0,7777
40,0,0,0,1006,0,0,7778
41,0,0,0,1006,0,0,7779
42,0,0,0,1006,0,0,7780
43,0,0,0,1006,0,0,7781
44,0,0,0,1006,0,0,7782
45,0,0,0,1006,0,0,7783
46,0,0,0,1006,0,0,7784
47,0,0,0,1006,0,0,7785
48,0,0,0,1006,0,0,7786
49,0,0,0,1006,0,0,7787
50,0,0,0,1006,0,0,7788
51,0,0,0,1006,0,0,7789
52,0,0,0,1006,0,0,7790
53,0,0,0,1006,0,0,7791
54,0,0,0,1006,0,0,7792
55,0,0,0,1006,0,0,7793
56,0,0,0,1006,0,0,7794
57,0,0,0,1005,0,0,7795
58,0,0,0,1005,0,0,7796
60,0,0,0,1005,0,0,7797
61,0,0,0,1005,0,0,7798
62,0,0,0,1005,0,0,7799
63,0,0,0,1005,0,0,7800
64,0,0,0,1005,0,0,7801
65,0,0,0,1005,0,0,7802
66,0,0,0,1005,0,0,7803
67,0,0,0,1005,0,0,7804
68,0,0,0,1005,0,0,7805
69,0,0,0,1005,0,0,7806
70,0,0,0,1005,0,0,7807
71,0,0,0,1005,0,0,7808
72,0,0,0,1005,0,0,7809
73,0,0,0,1005,0,0,7810
74,0,0,0,1005,0,0,7811
75,0,0,0,1005,0,0,7812
76,0,0,0,1005,0,0,7813
77,0,0,0,1005,0,0,7814
78,0,0,0,1005,0,0,7815
79,0,0,0,1005,0,0,7816
80,0,0,0,1005,0,0,7817
81,0,0,0,1005,0,0,7818
82,0,0,0,1005,0,0,7819
83,0,0,0,1005,0,0,7820
84,0,0,0,1005,0,0,7821
85,0,0,0,1005,0,0,7822
86,0,0,0,1005,0,0,7823
87,0,0,0,1005,0,0,7824
88,0,0,0,1005,0,0,7825
89,0,0,0,1005,0,0,7826
90,0,0,0,1005,0,0,7827
91,0,0,0,1005,0,0,7828
92,0,0,0,1005,0,0,7829
93,0,0,0,1005,0,0,7830
94,0,0,0,1005,0,0,7831
95,0,0,0,1005,0,0,7832
96,0,0,0,1005,0,0,7833
97,0,0,0,1005,0,0,7834
98,0,0,0,1005,0,0,7835
99,0,0,0,1005,0,0,7836
100,0,0,0,1005,0,0,7837
101,0,0,0,1005,0,0,7838
102,0,0,0,1005,0,0,7839
103,0,0,0,1005,0,0,7840
104,0,0,0,1005,0,0,7841
105,0,0,0,1005,0,0,7842
106,0,0,0,1005,0,0,7843
107,0,0,0,1005,0,0,7844
108,0,0,0,1005,0,0,7845
109,0,0,0,1005,0,0,7846
110,0,0,0,1005,0,0,7847
111,0,0,0,1005,0,0,7848
112,0,0,0,1005,0,0,7849
113,0,0,0,1005,0,0,7850
114,0,0,0,1005,0,0,7851
115,0,0,0,1005,0,0,7852
116,0,0,0,1005,0,0,7853
117,0,0,0,1005,0,0,7854
118,0,0,0,1005,0,0,7855
119,0,0,0,1005,0,0,7856
120,0,0,0,1005,0,0,7857
121,0,0,0,1005,0,0,7858
122,0,0,0,1005,0,0,7859
123,0,0,0,1005,0,0,7860
124,0,0,0,1005,0,0,7861
125,0,0,0,1005,0,0,7862
126,0,0,0,1005,0,0,7863
127,0,0,0,1005,0,0,7864
128,0,0,0,1005,0,0,7865
129,0,0,0,1005,0,0,7866
130,0,0,0,1005,0,0,7867
