PLANT_INFO_VC:low,CTRL_INFO_ModeSetting:low,PLANT_INFO_Mode:low,PLANT_INFO_SimulationTime:low,PLANT_INFO_VC:high,CTRL_INFO_ModeSetting:high,PLANT_INFO_Mode:high,PLANT_INFO_SimulationTime:high
28,0,1,0,1809,0,0,5626
26,0,0,0,1809,0,0,5627
27,0,0,0,1809,0,0,5628
27,0,0,0,1809,0,0,5629
28,0,0,0,1809,0,0,5630
28,0,0,0,1809,0,0,5631
29,0,0,0,1809,0,0,5632
29,0,0,0,1808,0,0,5633
29,0,0,0,1808,0,0,5634
30,0,0,0,1808,0,0,5635
30,0,0,0,1808,0,0,5636
31,0,0,0,1808,0,0,5637
31,0,0,0,1808,0,0,5638
32,0,0,0,1808,0,0,5639
32,0,0,0,1807,0,0,5640
32,0,0,0,1807,0,0,5641
33,0,0,0,1807,0,0,5642
33,0,0,0,1807,0,0,5643
34,0,0,0,1807,0,0,5644
34,0,0,0,1807,0,0,5645
35,0,0,0,1807,0,0,5646
35,0,0,0,1806,0,0,5647
35,0,0,0,1806,0,0,5648
36,0,0,0,1806,0,0,5649
36,0,0,0,1806,0,0,5650
37,0,0,0,1806,0,0,5651
37,0,0,0,1806,0,0,5652
38,0,0,0,1806,0,0,5653
38,0,0,0,1806,0,0,5654
38,0,0,0,1805,0,0,5655
39,0,0,0,1805,0,0,5656
39,0,0,0,1805,0,0,5657
40,0,0,0,1805,0,0,5658
40,0,0,0,1805,0,0,5659
41,0,0,0,1805,0,0,5660
41,0,0,0,1805,0,0,5661
41,0,0,0,1805,0,0,5662
42,0,0,0,1804,0,0,5663
42,0,0,0,1804,0,0,5664
43,0,0,0,1804,0,0,5665
43,0,0,0,1804,0,0,5666
44,0,0,0,1804,0,0,5667
44,0,0,0,1804,0,0,5668
44,0,0,0,1804,0,0,5669
45,0,0,0,1804,0,0,5670
45,0,0,0,1803,0,0,5671
46,0,0,0,1803,0,0,5672
46,0,0,0,1803,0,0,5673
47,0,0,0,1803,0,0,5674
47,0,0,0,1803,0,0,5675
47,0,0,0,1803,0,0,5676
48,0,0,0,1803,0,0,5677
48,0,0,0,1803,0,0,5678
49,0,0,0,1802,0,0,5679
49,0,0,0,1802,0,0,5680
50,0,0,0,1802,0,0,5681
50,0,0,0,1802,0,0,5682
50,0,0,0,1802,0,0,5683
51,0,0,0,1802,0,0,5684
51,0,0,0,1802,0,0,5685
